tag_h,tag_p,tag_formatting,tag_table,word_count,children_ratio,children,id_relevance_extent,tag_main,tag_article,x,y,height,width,element_area_ratio,label
0,0,0,NO,2,0.055555556,1,0,NO,NO,0,0,0,0,0,0
17,0,6,NO,340,0.00148368,3,0,NO,NO,0,68,44,1266.400024,0.062929061,1
7,0,0,NO,189,0.00231303,3,0,NO,NO,0,112,699.2000122,200,0.157927982,3
24,40,1,NO,1011,0.000888889,5,1,NO,NO,220,112,4445.633301,1046.400024,5.253624646,2
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
1,0,0,NO,5,0.111111111,5,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,-1000,-1000,104,104,0.012215024,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,-13,16,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.5,1,0,NO,NO,0,0,0,0,0,0
2,0,1,NO,122,0.001243781,1,0,NO,NO,143,0,100,980,0.019748555,1
30,0,3,NO,1110,0.000283447,2,0,NO,NO,143,110,3503.5,980,0.691890609,2
0,0,15,NO,27,0.003952569,1,0,NO,NO,0,3614,0,1266.400024,0,4
0,0,0,NO,17,0.003649635,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.002985075,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,24,0.004524887,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,11,0.00255102,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,7,0.003861004,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,5,0.00203252,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,-13,16,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.5,1,0,NO,NO,0,0,0,0,0,0
2,0,1,NO,122,0.001243781,1,0,NO,NO,143,0,100,980,0.02620723,1
19,0,10,NO,580,0.000609013,2,0,NO,NO,143,110,2537.800049,980,0.665087105,2
0,0,15,NO,27,0.003952569,1,0,NO,NO,0,2648,0,1266.400024,0,4
0,0,0,NO,17,0.003649635,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.002985075,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,24,0.004524887,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,11,0.00255102,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,7,0.003861004,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,5,0.00203252,1,0,NO,NO,0,0,0,0,0,0
0,0,1,NO,1,5,5,0,NO,NO,0,0,160,1266.400024,0.123133752,1
0,0,11,YES,814,0.001368363,5,1,NO,NO,0,160,1139.400024,1266.400024,0.876866248,2
18,35,534,NO,3609,0.000350693,8,1,NO,NO,0,0,1614.733398,1266.400024,1,2
0,0,0,NO,1,1,0,0,NO,NO,0,1615,1.599990845,1.600006104,1.25E-06,0
18,35,534,NO,3613,0.000350416,8,1,NO,NO,0,0,1875.766602,1266.400024,1,2
0,0,0,NO,1,1,0,0,NO,NO,0,1876,1.600006104,1.600006104,1.08E-06,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,1266.400024,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,-1000,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,1266.400024,0,0
0,0,0,NO,15,0.010989011,2,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,38,0.002421308,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,23,0.002617801,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,8,0.012987013,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
2,0,50,NO,17,0.006185567,3,0,NO,NO,0,0,40.31666565,1266.400024,0.012302043,1
60,33,56,NO,20516,0.000129341,87,0,NO,NO,0,0,0,1266.400024,0,2
1,0,36,NO,48,0.004219409,3,0,NO,NO,0,40,2909.199951,1266.400024,0.887699958,4
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1221,0.000351617,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,176,0.002666667,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,437,0.000796813,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,154,0.003519062,6,0,NO,NO,0,2950,327.7166748,1266.400024,0.099997966,0
0,0,0,NO,167,0.00177305,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,37,0.000249377,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,19,0.002173913,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.015384615,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,67,0.000202184,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,-1000,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,1,NO,41,0.011299435,2,0,NO,NO,8,8,152,1250.400024,0.123950768,1
0,0,0,NO,1,1,0,0,NO,NO,8,160,18.3999939,0.016662598,2.00E-07,0
0,30,19,YES,307,0.000520291,1,0,NO,NO,8,178,910.7999878,1250.400024,0.742726038,2
0,0,0,NO,1,1,0,0,NO,NO,8,1097,1.600006104,1250.400024,0.00130475,0
0,2,0,NO,7,0.025,1,0,NO,NO,400,1107,77.59999084,466.666687,0.023617022,4
0,0,0,NO,7,0.042857143,3,0,NO,NO,8,1184,18.40000916,1250.400024,0.015004574,0
0,0,9,NO,12,0.034482759,3,0,NO,NO,0,0,99.80000305,1266.400024,0.007265941,1
19,40,91,NO,1454,0.000548186,5,1,NO,YES,0,144,13369.5166,1266.400024,0.973367938,2
0,0,6,NO,17,0.035714286,3,0,NO,NO,0,13579,156.0333252,1266.400024,0.01136001,4
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,21,0.002544529,1,0,NO,NO,0,0,0,0,0,0
0,0,9,NO,12,0.034482759,3,0,NO,NO,0,0,99.80000305,1266.400024,0.126010105,1
3,4,9,NO,110,0.017482517,5,1,NO,YES,0,144,426.2000122,1266.400024,0.538131329,2
0,0,6,NO,17,0.035714286,3,0,NO,NO,0,636,156.0333405,1266.400024,0.197011794,4
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,21,0.002544529,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,1,671,26.59999084,234.3999939,0.002614583,0
0,1,0,NO,17,0.029126214,3,0,NO,NO,0,0,0,0,0,1
0,0,0,NO,7,0.151515152,5,0,NO,NO,33,1,54,1200,0.027173051,1
1,0,8,NO,13,0.064935065,5,0,NO,NO,33,55,150,1200,0.075480697,1
2,0,3,NO,24,0.028037383,3,0,NO,NO,33,205,29.59999084,1200,0.014894853,3
1,7,0,NO,456,0.00179019,5,0,NO,NO,1008,234,200.4333344,225,0.01891106,2
0,0,0,NO,39,0.01953125,5,0,NO,NO,33,234,1599.866699,1200,0.805060359,4
0,0,0,NO,21,0.002583979,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,33,1882,0,1200,0,0
0,0,0,NO,1,1,0,0,NO,NO,1,671,26.59999084,234.3999939,0.002614583,0
0,1,0,NO,17,0.029126214,3,0,NO,NO,0,0,0,0,0,1
0,0,0,NO,7,0.151515152,5,0,NO,NO,33,1,54,1200,0.027173051,1
1,0,8,NO,13,0.064935065,5,0,NO,NO,33,55,150,1200,0.075480697,1
2,0,3,NO,24,0.028037383,3,0,NO,NO,33,205,29.59999084,1200,0.014894853,3
1,7,0,NO,456,0.00179019,5,0,NO,NO,1008,234,200.4333344,225,0.01891106,2
0,0,0,NO,39,0.01953125,5,0,NO,NO,33,234,1599.866699,1200,0.805060359,4
0,0,0,NO,21,0.002583979,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,33,1882,0,1200,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,18,NO,21,0.020979021,3,0,NO,NO,0,0,0,0,0,1
1,39,16,YES,637,0.000877963,3,1,NO,NO,8,-7,253.8000031,1250.400024,0.041873046,2
0,2,0,NO,29,0.03125,3,0,NO,NO,8,5871,98,1250.400024,0.016168473,4
0,0,0,NO,14,0.0375,3,0,NO,NO,0,0,40.80000305,1266.400024,0.006617576,1
0,0,0,NO,8,0.06122449,3,0,NO,NO,0,41,40.80000305,1266.400024,0.006617576,1
0,0,0,NO,6,0.083333333,3,0,NO,NO,40,112,52.19999695,1186.400024,0.007931758,1
0,0,0,NO,17,0.080645161,5,0,NO,NO,40,184,36.80000305,1226.400024,0.005780266,1
24,41,85,YES,2822,0.00082027,9,1,NO,NO,40,241,5884.799805,1186.400024,0.894191791,2
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.005952381,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,1,668,29.59999084,248.8000031,0.000177776,0
36,185,97,YES,7396,0.00034708,17,0,YES,YES,0,0,0,0,0,2
0,0,0,NO,110,0.002604167,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,459,0.000531915,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.066666667,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,19,0.006622517,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,11,0,0,0,0
0,0,0,NO,128,0.000179083,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,56,0.002688172,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,3,3,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,0,19,0,1266.400024,0,0
0,0,0,NO,36,0.003378378,1,0,NO,NO,0,0,0,0,0,0
0,0,2,NO,37,0.057142857,4,0,NO,NO,0,19,50.80000305,1266.400024,0.016706863,1
0,0,0,NO,1,3,3,0,NO,NO,0,70,124.3833313,1266.400024,0.040906598,1
2,0,13,YES,734,0.000765697,3,2,NO,NO,48,194,2526.449951,1170,0.767638638,2
0,0,0,NO,1,1,1,0,NO,NO,0,-9999,1,1,2.60E-07,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,5,NO,6,0.065217391,3,0,NO,NO,0,2721,51.59999084,1266.400024,0.016969959,4
0,0,0,NO,1,3,3,0,NO,NO,0,-9999,1,1,2.60E-07,4
0,0,4,NO,6,0.095238095,4,0,NO,NO,0,2897,51.6000061,1266.400024,0.016969964,4
0,0,1,NO,92,0.008474576,3,0,NO,NO,0,2772,124.3833313,1266.400024,0.040906598,4
0,0,0,NO,9,0.012987013,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,7,0.145833333,7,0,NO,NO,0,2948,92.30000305,1266.400024,0.030355185,0
0,0,0,NO,1,1,0,0,NO,NO,-3000,3041,1,1,2.60E-07,0
0,0,0,NO,6,0.008064516,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,6,0.007874016,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.020408163,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,57,0.002531646,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,3041,0,1266.400024,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,4,0.01010101,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,45,0.003663004,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,-3000,3041,1,1,2.60E-07,0
0,0,0,NO,1,1,0,0,NO,NO,-3000,3041,1,1,2.60E-07,0
0,0,0,NO,1,1,0,0,NO,NO,13,660,20,263.7000122,0.002508948,0
0,1,18,YES,67,0.004942339,3,0,NO,NO,0,0,0,0,0,1
0,0,0,NO,1,3,3,0,NO,NO,0,64,0,0,0,0
2,17,10,YES,533,0.003882657,9,1,NO,NO,121,0,63.80000305,1024,0.031079369,2
0,0,0,NO,18,0.036585366,3,0,NO,NO,121,74,1074.949951,1024,0.523648345,4
0,0,0,NO,11,0.217391304,5,0,NO,NO,0,1167,73.19999695,1266.400024,0.044099484,0
0,0,0,NO,34,0.005,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,66,0.002941176,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,0,NO,NO,0,0,0,0,0,0
