tag_h,tag_p,tag_formatting,tag_table,word_count,children_ratio,id_relevance_extent,tag_main,tag_article,x,y,height,width,element_area_ratio,label
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,30,0.002173913,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,21,0.001686341,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.026315789,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,18,0.003952569,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,3,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.027027027,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,18,0.003952569,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,3,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
1,0,0,YES,4543,5.27E-05,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,64,0.005649718,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,5,0.0375,0,NO,NO,0,0,1,1,1.13E-06,0
0,0,0,NO,28,0.008695652,0,NO,NO,0,0,0,0,0,0
1,0,0,NO,33,0.0234375,0,NO,NO,0,1,49,1266.400024,0.07008009,1
65,0,41,NO,1451,0.000621762,1,NO,YES,0,50,60,1266.400024,0.085812355,1
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,33,NO,413,0.004297994,0,NO,NO,-240,0,699.2000122,240,0.189513578,0
0,0,0,NO,22,0.013333333,0,NO,NO,0,0,0,0,0,0
17,12,37,YES,2775,0.000640615,0,NO,NO,148,110,4761.216797,970,5.215757052,2
5,2,32,NO,500,0.00780379,0,NO,NO,0,4946,360.4666748,1266.400024,0.515541574,4
0,0,1,NO,1,3,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,6,0.019607843,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,455,0.000807754,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,263,0.001428571,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,141,0.002145923,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,4,0.022222222,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,3,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,17,0.012345679,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,344,0.001119821,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,286,610,278,0.191514779,3
0,0,0,NO,1,1,0,NO,NO,0,5307,0,1266.400024,0,0
0,0,0,NO,1,1,0,NO,NO,0,-9999,3.199996948,3.199996948,1.16E-05,0
0,0,0,NO,1034,7.54E-05,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,1266.400024,0,1
0,0,0,NO,93,0.002309469,0,NO,NO,0,0,0,0,0,0
4,12,23,NO,714,0.001115076,0,NO,NO,0,0,0,0,0,2
0,0,0,NO,5,0.037037037,0,NO,NO,0,0,2127.699951,1266.400024,3.043049076,4
0,0,0,NO,1,1,0,NO,NO,0,2128,89.40000916,1266.400024,0.127860423,4
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,2128,0,1266.400024,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,53,0,1266.400024,0,0
0,0,0,NO,6,0.020833333,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.024390244,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,4698,1.26E-05,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,9539,4.06E-06,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,302,0.000607903,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,2128,0,1266.400024,0,4
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,19,0.003846154,0,NO,NO,0,0,0,0,0,0
3,17,322,YES,1933,0.000917737,0,NO,YES,0,0,4263.383301,1266.400024,1.002586785,2
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,23,0.005076142,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,98,0.0008,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,29,0.007142857,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,3,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,1266.400024,0,0
1,0,39,NO,72,0.024154589,0,NO,NO,0,0,97.6000061,1266.400024,0.015195708,1
0,0,0,NO,1,1,0,NO,NO,0,98,0,1266.400024,0,0
9,43,95,YES,1513,0.000546687,1,NO,NO,0,103,6320.266602,1266.400024,0.984025809,2
0,1,0,NO,28,0.023076923,0,NO,NO,0,612,87.59999084,1266.400024,0.013638768,0
0,0,0,NO,46,0.001897533,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,1,NO,1,1,0,NO,NO,1167,646,49.59999084,49,0.000298798,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,10,0.00952381,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,497,0.002457002,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,12,0.010638298,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,17,0.00048216,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,32,0.003546099,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.066666667,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,17,0.0015625,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,207,0.000802568,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,4,0.005882353,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,8,0.002816901,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2049,6.39E-05,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,21,0.000930233,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,9,0.010204082,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,41,0.001930502,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,62,NO,126,0.017857143,0,NO,NO,0,0,173.7833405,1266.400024,0.049997125,1
0,0,70,NO,157,0.016949153,0,NO,NO,0,0,164.3333282,1266.400024,0.047278375,1
8,5,236,NO,1003,0.001504325,0,NO,YES,0,174,2711.283203,1266.400024,0.780030835,2
6,0,13,NO,143,0.02972028,0,NO,NO,0,2935,540.7999878,1266.400024,0.155587091,4
0,0,0,NO,77,0.002298851,0,NO,NO,0,0,0,0,0,0
0,1,0,NO,66,0.008064516,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,1,NO,NO,0,0,0,0,0,0
0,0,0,NO,18,0.004310345,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,1,0,NO,66,0.008064516,0,NO,NO,0,699,0,1266.400024,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.003861004,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,30,0.002564103,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,3,0,NO,NO,0,0,0,0,0,0
21,47,120,NO,5062,9.22E-05,0,YES,YES,0,70,16378.4668,1266.400024,0.951403057,2
4,0,7,NO,92,0.008680556,0,NO,NO,0,16448,384.4000244,1266.400024,0.022329279,4
0,0,0,NO,1,7,0,NO,NO,269,609,90,728,0.003005345,0
0,0,0,NO,1,3,0,NO,NO,0,16833,1,1266.400024,5.81E-05,0
0,0,8,NO,175,0.004231312,0,NO,NO,0,16834,381.2000122,1266.400024,0.022143395,4
0,1,27,NO,268,0.00499002,0,NO,NO,0,70,60,1266.400024,0.003485319,1
0,0,0,NO,1,2.5,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,106,0.01048218,0,NO,NO,986,589,80.3999939,250,0.000921969,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,4,0.01,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,23,0.000816327,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.002079002,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.002941176,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,111,0.004694836,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,231,0.001112347,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.012987013,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,127,0.002638522,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
18,65,201,NO,5943,0.000242738,0,YES,YES,0,0,14817.9668,1266.400024,1,2
0,0,0,NO,18,0.007142857,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,35,0.002624672,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,71,0.000627353,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,112,0.000866551,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,37,0.001259446,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,10,0.018181818,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,42,0.015037594,0,NO,NO,0,0,65.6000061,1266.400024,0.004427059,1
0,0,0,NO,900,3.75E-05,0,NO,NO,906,368,321.5999756,350,0.005998249,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,5,0.009345794,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.071428571,0,NO,NO,1166,599,50,50,0.000133223,0
0,0,0,NO,1,1,0,NO,NO,0,14818,0,1266.400024,0,0
0,0,0,NO,4,0.010638298,0,NO,NO,0,0,0,0,0,0
13,36,23,NO,4641,4.31E-05,0,YES,YES,0,0,11197.25,1266.400024,1,2
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,14,0.006802721,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,34,0.000102543,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1208,1.05E-05,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,8,0.017857143,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,42,0.001221001,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.5,0,NO,NO,0,0,0,0,0,0
0,0,20,YES,70061,8.08E-06,0,NO,NO,0,0,7127.983398,1266.400024,0.997257801,2
0,33,8,NO,147,0.005769231,0,NO,NO,0,0,52.9833374,1266.400024,0.01398937,1
0,0,0,NO,2,0.153846154,0,NO,NO,1166,50,0,0,0,0
0,0,0,NO,11,0.057692308,0,NO,NO,-20,50,104,1286.400024,0.027893133,1
0,0,0,NO,4,0.04109589,0,NO,NO,0,159,0,1266.400024,0,1
5,18,73,YES,944,0.000514139,0,NO,NO,133,169,3138.800049,1000,0.654412486,2
0,37,1,NO,102,0.005309735,0,NO,NO,0,3318,469.5999756,1266.400024,0.123990069,4
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,60,0.002331002,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,7,0.094339623,0,NO,NO,0,0,68,1266.400024,0.097254003,1
0,0,0,YES,3,0.115384615,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.055555556,0,NO,NO,0,0,0,0,0,0
17,0,6,NO,340,0.00148368,0,NO,NO,0,68,44,1266.400024,0.062929061,1
4,0,0,NO,157,0.002955665,0,NO,NO,0,112,699.2000122,200,0.157927982,3
14,7,15,NO,608,0.001336541,0,NO,NO,220,112,2971.050049,1046.400024,3.511036719,2
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
1,0,0,NO,5,0.111111111,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,-1000,-1000,104,104,0.012215024,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,4,0.010638298,0,NO,NO,0,0,0,0,0,0
14,48,45,NO,5461,3.86E-05,0,YES,YES,0,0,18690.56641,1266.400024,1,2
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,14,0.006802721,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,35,9.96E-05,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3170,2.01E-05,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,8,0.017857143,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,42,0.001221001,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,3,NO,12,0.1,0,NO,NO,0,0,0,1266.400024,0,0
0,0,1,NO,28,0.024793388,0,NO,NO,0,0,100,1266.400024,0.032976637,1
0,0,4,NO,3,0.217391304,0,NO,NO,0,100,68.6000061,1266.400024,0.022621975,1
7,7,49,NO,572,0.000937207,0,NO,NO,0,163,2731.449951,1266.400024,0.900740324,2
1,0,22,NO,15,0.04,1,NO,NO,0,2894,138.3999939,1266.400024,0.045639663,4
0,0,0,NO,32,0.002967359,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,33,0.003816794,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,10,0.008,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.003610108,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,3032,0,1266.400024,0,0
0,0,0,NO,1,1,0,NO,NO,0,3032,0,1266.400024,0,0
0,0,0,NO,1,1,0,NO,NO,-1,-15985,1,1,2.60E-07,0
0,0,0,NO,1,1,0,NO,NO,0,0,153.1999969,303.2000122,0.008922079,0
0,0,0,NO,106,0.002118644,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,7,0.009615385,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,39,0.00273224,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,41,0.002604167,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.003021148,0,NO,NO,0,0,0,0,0,0
33,25,365,NO,2307,0.003203218,0,NO,YES,0,157,3936.633301,1266.400024,0.957577598,2
0,0,0,NO,7,0.12037037,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.875,0,NO,NO,0,0,0,0,0,0
6,1,0,NO,7,0.120689655,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,70,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.272727273,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.3125,0,NO,NO,0,0,0,0,0,0
1,1,24,NO,162,0.001647446,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.833333333,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.003731343,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,4106,1,1,1.92E-07,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,2,0,NO,NO,0,0,0,0,0,0
